claim_id,policy_start,incident_date,claim_amount,state,vehicle_type,incident_type,fact_of_loss,reported_by,policy_limit,insured_age,prior_claims_count,fraud_flag,severity_score
XAXLW8BDT,2018-09-17,2018-09-22,1002.52,CO,Sedan,Head-on Collision,V2 rear-ended V1 while stopped at a red light,insured,15000,63,2,0,0.69
LFDF1EBZ7,2019-09-16,2020-01-25,17545.6,CO,SUV,Side-impact,V1 was damaged by falling tree during storm,claimant,16389,73,0,0,0.34
EU1U57JGD,2020-11-07,2021-02-26,13078.89,VI,Van,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,100000,27,2,0,0.13
5622AS894,2021-01-26,2021-10-28,99998.9,GA,Van,Head-on Collision,V1 was missing after being parked overnight,insured,89246,49,1,1,0.68
F7BA0N68E,2021-12-24,2022-02-23,1002.52,AK,Van,Rear-end Collision,V2 ran a stop sign and hit the side of V1,insured,15000,30,5,0,0.59
XTX5H0R8K,2021-11-21,2022-08-26,22264.84,AZ,SUV,Backing Collision,V2 failed to stop and struck V1 from behind,claimant,52609,24,5,0,0.04
KSVQFZYUC,2021-03-10,2021-06-08,33667.6,MA,Sedan,Side-impact,V2 crossed centerline and hit V1 head-on,claimant,15000,80,5,0,0.62
O10OXOOWG,2022-02-24,2022-10-11,21562.95,TX,SUV,Weather Damage,V2 was behind V1 when it began backing up,claimant,91077,27,4,0,0.46
PY0SE8SX1,2021-10-25,2022-08-25,1002.52,UT,Coupe,Weather Damage,V2 was behind V1 when it began backing up,insured,15865,42,1,1,0.81
NZFNWSLO5,2021-02-09,2021-03-29,16263.96,UT,Coupe,Side-impact,V2 turned left and struck the side of V1,claimant,21523,74,0,1,0.46
7PM2KSKGB,2018-07-26,2019-05-20,6285.34,PA,Sedan,Head-on Collision,V2 ran a stop sign and hit the side of V1,insured,97620,62,2,0,0.08
MJE9HH5GY,2021-07-01,2022-01-19,11271.18,AK,Sedan,Head-on Collision,V1 was missing after being parked overnight,insured,100000,37,3,1,0.27
1QX2BGQ7L,2021-03-05,2022-02-24,1002.52,VT,Sedan,Weather Damage,V2 turned left and struck the side of V1,claimant,98714,33,5,0,0.31
KG86D7GI9,2022-07-27,2022-08-19,7206.79,IN,Truck,Weather Damage,V2 turned left and struck the side of V1,claimant,45729,47,2,0,1.0
80TWB0VAJ,2022-04-03,2022-04-17,25089.21,AS,Truck,Head-on Collision,V2 rear-ended V1 while stopped at a red light,insured,53547,74,1,0,0.02
F74PYIXOG,2019-12-27,2020-12-17,20339.7,GA,Sedan,Theft,V1 was missing after being parked overnight,insured,29098,78,5,0,0.49
WSETYF95A,2018-10-22,2018-10-27,41353.91,CT,SUV,Theft,V2 rear-ended V1 while stopped at a red light,claimant,44260,43,5,0,0.6
ZDFD0GRVS,2021-06-29,2021-07-24,24721.97,OR,Sedan,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,99743,54,0,0,0.74
NUOWCD75T,2018-10-28,2019-08-19,30084.28,AK,Truck,Weather Damage,V2 ran a stop sign and hit the side of V1,insured,92559,64,3,0,0.85
AGEB98HAI,2020-03-22,2020-10-22,53277.03,MH,Van,Head-on Collision,V1 was damaged by falling tree during storm,claimant,15182,56,3,0,0.53
N2ER2FCU2,2022-11-03,2023-09-12,10490.42,AS,Truck,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,28214,72,2,0,0.25
WW2SGAAQE,2019-07-29,2019-08-03,22030.69,AS,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,100000,76,0,1,0.69
YE3V7VCPA,2019-06-13,2019-06-18,2442.37,ND,SUV,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,claimant,22619,33,1,0,0.19
SHW3DNGV3,2021-04-04,2022-02-13,56061.7,AK,Sedan,Rear-end Collision,V2 was behind V1 when it began backing up,insured,25504,29,2,0,0.65
9DXE41FJ9,2019-02-21,2019-05-01,12471.64,NV,SUV,Weather Damage,V1 was reported stolen from insured’s driveway,insured,100000,61,3,0,0.29
VICM3G94E,2018-01-13,2018-01-18,11021.81,SD,Truck,Theft,V2 rear-ended V1 while stopped at a red light,claimant,29513,80,2,0,0.42
VNVMMKVC7,2018-12-12,2018-12-17,13114.01,CT,SUV,Rear-end Collision,V1 was missing after being parked overnight,insured,15000,80,0,1,0.72
T8T6RIEZG,2021-11-13,2022-02-09,8384.33,OR,Truck,Rear-end Collision,V1 was damaged by falling tree during storm,insured,24434,28,0,0,0.21
I6JXZQU8B,2018-12-12,2019-03-01,36164.03,MH,Van,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,28593,37,2,0,0.01
JZY8KYW2P,2018-01-27,2018-10-13,5211.23,SD,Van,Head-on Collision,V1 was damaged by falling tree during storm,insured,17858,45,1,0,0.37
0ZR514JLH,2018-11-25,2019-09-24,55584.15,NE,Coupe,Theft,V2 failed to stop and struck V1 from behind,insured,26792,80,0,1,0.61
CW8R69D34,2019-11-06,2020-09-02,62850.57,WV,Coupe,Rear-end Collision,V2 ran a stop sign and hit the side of V1,insured,100000,18,5,1,0.23
1QSX30TQ8,2021-10-11,2021-10-16,16858.53,MA,Van,Rear-end Collision,V2 failed to stop and struck V1 from behind,insured,18894,69,3,0,0.7
1MBWCGH5S,2022-03-20,2022-04-11,32903.53,CT,Coupe,Weather Damage,V2 rear-ended V1 while stopped at a red light,claimant,22481,39,4,0,0.36
0IPLWRTHF,2022-10-04,2022-11-22,1002.52,VT,SUV,Theft,V1 was missing after being parked overnight,claimant,15000,68,5,0,1.0
HLACMMF62,2021-01-26,2021-01-31,1943.99,ID,Coupe,Side-impact,V2 rear-ended V1 while stopped at a red light,claimant,42471,58,5,0,0.02
547MZXCBZ,2021-12-29,2022-01-27,26719.01,IN,SUV,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,100000,18,3,0,0.42
T9BR2RESD,2019-07-13,2019-08-22,19883.52,UT,Sedan,Rear-end Collision,V1 was reported stolen from insured’s driveway,claimant,20818,40,1,0,0.01
0UUSASUB7,2019-04-23,2019-06-04,15673.89,GA,Sedan,Theft,V1 was reported stolen from insured’s driveway,insured,27532,80,0,0,0.19
HTWD0H6IA,2022-11-01,2023-03-21,4130.54,AS,Coupe,Theft,V1 was reported stolen from insured’s driveway,insured,25669,28,1,0,0.03
OGRUOCGUA,2018-08-15,2019-06-13,17935.88,MA,Sedan,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,100000,72,3,0,0.31
E0CQIKK3V,2022-05-13,2023-02-20,19368.5,KY,SUV,Rear-end Collision,V2 crossed centerline and hit V1 head-on,insured,96714,61,1,0,1.0
VWEFC1P0W,2022-02-03,2022-02-08,19147.67,AK,SUV,Theft,V1 was missing after being parked overnight,insured,43102,46,1,1,0.63
0S3J4ARUC,2019-01-05,2019-01-12,14631.51,PA,Van,Weather Damage,V1 struck V2 while reversing from parking spot,insured,18256,26,0,1,0.39
VJGLYXCRH,2018-06-22,2018-08-23,4073.19,KY,Coupe,Weather Damage,V2 failed to stop and struck V1 from behind,insured,99157,72,3,0,0.66
Y924UUTBL,2020-09-23,2020-09-28,13375.07,SD,Van,Weather Damage,V2 rear-ended V1 while stopped at a red light,claimant,89958,70,1,0,0.7
BK6HD6WPB,2022-08-17,2023-03-29,1479.87,WA,SUV,Rear-end Collision,V1 was reported stolen from insured’s driveway,claimant,21519,49,2,1,0.93
MDYCL8H18,2018-07-02,2018-10-17,42915.02,OH,Truck,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,claimant,16249,57,1,0,0.49
YGINH1MTV,2021-02-09,2021-05-11,21777.58,PA,Sedan,Rear-end Collision,V1 was missing after being parked overnight,insured,18510,33,3,0,0.81
ETN3GUJS4,2019-04-26,2019-12-19,8657.13,AK,SUV,Side-impact,Hailstorm caused significant roof and hood damage to V1,insured,51615,30,4,0,0.85
OSKOXTJPI,2018-03-26,2018-05-05,4864.7,MH,Truck,Weather Damage,Hailstorm caused significant roof and hood damage to V1,claimant,21830,50,4,0,0.15
WTUXDP887,2018-09-27,2019-07-04,21952.56,FL,Sedan,Head-on Collision,V1 was damaged by falling tree during storm,claimant,15000,36,5,0,0.92
FGESC34AE,2019-06-05,2019-09-29,16259.75,AS,Van,Head-on Collision,V2 failed to stop and struck V1 from behind,insured,23439,52,1,1,0.15
T38F16EK7,2019-08-10,2020-06-03,12625.7,OH,SUV,Head-on Collision,V2 entered wrong lane and collided with V1,insured,92992,76,1,1,0.71
9HB82CM04,2021-04-23,2022-03-10,15904.34,MA,Van,Rear-end Collision,V2 failed to stop and struck V1 from behind,claimant,94733,64,1,1,0.19
J35FPZQW7,2019-09-28,2020-07-09,26226.11,PA,Truck,Rear-end Collision,V1 was missing after being parked overnight,insured,24418,18,1,0,0.36
ESJ7A8FTE,2022-09-30,2022-11-23,6934.83,UT,Sedan,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,50853,80,0,0,0.83
GAVJBS6E9,2020-04-04,2021-01-17,14840.97,IN,Sedan,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,100000,59,0,0,0.68
QYRKO0Z8H,2019-02-18,2019-12-11,11822.37,NV,SUV,Rear-end Collision,V1 struck V2 while reversing from parking spot,claimant,100000,25,2,0,0.14
M3DGQC5YA,2021-03-18,2021-11-10,2595.89,ND,SUV,Weather Damage,V1 struck V2 while reversing from parking spot,insured,15366,18,3,0,0.72
LD710Q6FC,2021-01-27,2021-10-31,4374.93,AK,Sedan,Side-impact,V1 was missing after being parked overnight,claimant,15000,68,0,0,0.33
E11V7K3D5,2019-07-12,2019-11-11,1002.52,KY,Van,Backing Collision,V2 entered wrong lane and collided with V1,insured,100000,45,0,0,0.62
OTW4GRX40,2021-02-20,2021-11-13,1002.52,KY,Van,Weather Damage,V2 ran a stop sign and hit the side of V1,claimant,86850,55,0,0,0.24
49RRJW2JY,2020-06-17,2020-07-02,4298.33,AZ,Coupe,Theft,V1 was missing after being parked overnight,claimant,15000,24,0,0,1.0
564CL1GPY,2018-02-25,2018-11-27,15243.12,UT,Truck,Side-impact,V1 was damaged by falling tree during storm,claimant,15000,30,3,1,0.14
R93DZOJD5,2018-02-13,2018-09-21,7695.52,AK,Truck,Weather Damage,V2 failed to stop and struck V1 from behind,insured,19804,74,3,0,0.01
F0GFUPIKR,2022-05-25,2022-08-15,70093.91,MT,SUV,Weather Damage,V2 turned left and struck the side of V1,insured,25379,53,5,0,0.01
5XRU949P9,2018-10-13,2018-12-02,57216.46,MA,Sedan,Backing Collision,V2 failed to stop and struck V1 from behind,insured,29174,33,1,1,0.15
Q00A87L0N,2018-07-20,2018-07-29,23891.87,DE,Coupe,Theft,V2 was behind V1 when it began backing up,insured,19013,52,3,0,0.49
9NWEJF7IE,2018-05-31,2018-12-28,29469.07,OR,Sedan,Theft,V2 was behind V1 when it began backing up,claimant,15000,37,1,0,0.57
TCPS99ILI,2022-04-24,2023-03-08,21563.08,IL,Coupe,Rear-end Collision,V2 ran a stop sign and hit the side of V1,insured,49580,18,4,0,0.46
JGE6FU7RV,2018-10-19,2019-07-01,31467.19,ND,SUV,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,100000,68,0,0,0.17
6HL7W9BUZ,2020-12-30,2021-03-04,7409.08,AK,SUV,Backing Collision,V2 turned left and struck the side of V1,claimant,24489,73,4,0,0.6
I1KMNSVKI,2018-12-03,2018-12-08,41132.33,AK,Van,Head-on Collision,V2 rear-ended V1 while stopped at a red light,insured,97099,29,2,0,0.31
0B5DJAKCQ,2022-11-20,2023-11-20,18443.25,VT,Coupe,Side-impact,V1 was missing after being parked overnight,insured,23987,61,0,0,0.49
ADC13VU0B,2018-10-18,2019-06-15,46360.05,MA,Sedan,Theft,V2 was behind V1 when it began backing up,claimant,22714,49,5,0,0.52
I7N7PA3U5,2021-09-24,2021-12-30,1002.52,VT,SUV,Theft,V2 rear-ended V1 while stopped at a red light,insured,97343,67,1,0,0.37
IKZN44UJN,2018-09-13,2019-08-26,1002.52,IA,SUV,Theft,V2 crossed centerline and hit V1 head-on,claimant,91526,55,2,0,0.02
E9LRFTLZL,2021-04-03,2022-01-10,5196.4,IL,Coupe,Weather Damage,V1 struck V2 while reversing from parking spot,claimant,98891,30,0,0,0.32
KKVS9VYH0,2018-09-29,2019-06-19,3192.06,WA,SUV,Weather Damage,V2 was behind V1 when it began backing up,claimant,49918,78,4,0,0.67
75KOC463N,2020-03-27,2020-07-04,1002.52,AK,Van,Theft,V1 was damaged by falling tree during storm,claimant,51362,46,0,0,0.11
FZOD7EKE5,2020-07-12,2021-03-10,44183.58,ND,SUV,Weather Damage,V1 was missing after being parked overnight,claimant,100000,31,2,1,0.69
AFOZ899WC,2022-08-28,2022-09-02,24844.85,VT,SUV,Rear-end Collision,V2 failed to stop and struck V1 from behind,insured,92128,33,0,0,0.45
1Q9APIKSD,2019-05-16,2019-10-26,9730.35,KY,Coupe,Side-impact,V2 ran a stop sign and hit the side of V1,claimant,95235,49,1,1,0.88
X52DE05DL,2019-09-02,2019-09-26,76067.31,SC,Coupe,Head-on Collision,V2 turned left and struck the side of V1,insured,16963,51,3,0,0.54
TO6SIY6A9,2020-04-26,2020-05-01,67157.13,UT,Van,Backing Collision,V1 was reported stolen from insured’s driveway,claimant,97920,80,0,1,0.59
WSL4IRBO2,2019-07-19,2019-07-24,20378.18,NE,Van,Rear-end Collision,V2 was behind V1 when it began backing up,insured,29319,33,0,0,0.71
VFS30MEQ5,2019-07-04,2020-04-24,53535.65,WA,Truck,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,insured,98882,65,2,1,0.66
TQ7GJPVRZ,2021-08-19,2021-11-07,1497.5,ND,Truck,Side-impact,V2 turned left and struck the side of V1,claimant,88811,24,0,0,0.57
3RMME7D34,2021-06-14,2022-06-14,58588.08,GA,Van,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,15000,19,3,0,0.78
5OJVZU74N,2020-08-16,2020-09-07,18407.28,OR,Van,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,insured,24764,51,4,0,0.77
72YK938BZ,2019-07-21,2019-12-18,9706.13,AK,Sedan,Theft,V1 was missing after being parked overnight,claimant,100000,18,1,0,0.7
5N293JVJW,2022-10-22,2022-12-06,27647.72,UT,Coupe,Head-on Collision,V2 turned left and struck the side of V1,claimant,95687,23,0,0,0.22
Z1ZEAAWTQ,2022-10-15,2022-10-29,3146.44,KY,Coupe,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,insured,93063,70,2,0,0.96
XNYMWLDRV,2020-04-06,2021-01-04,9408.02,FL,Sedan,Head-on Collision,V2 entered wrong lane and collided with V1,claimant,18130,63,3,0,0.57
53N8N84VC,2022-10-04,2023-05-29,38039.08,ND,Sedan,Side-impact,V2 failed to stop and struck V1 from behind,claimant,98735,74,0,0,0.43
T1ZGJ0Z1G,2019-10-14,2019-12-12,33261.72,SD,Sedan,Rear-end Collision,V2 ran a stop sign and hit the side of V1,claimant,42755,29,5,0,0.42
2LK9BMKWR,2019-10-18,2019-10-23,4421.37,NY,Truck,Theft,V1 was missing after being parked overnight,claimant,15000,60,3,1,0.3
RC8TR0OBQ,2018-12-16,2019-03-31,15315.31,OR,Sedan,Side-impact,V1 was missing after being parked overnight,claimant,16764,60,3,0,0.53
1V5M46RU4,2022-08-03,2022-09-14,17223.13,GA,SUV,Side-impact,V1 was missing after being parked overnight,claimant,97254,49,1,1,0.13
NYD5WF9BS,2019-06-22,2019-06-27,37117.62,IL,SUV,Head-on Collision,V2 turned left and struck the side of V1,claimant,93265,53,1,0,0.89
TY01P15BL,2020-08-13,2021-02-13,17663.27,WV,Truck,Rear-end Collision,V1 was reported stolen from insured’s driveway,insured,20947,80,5,0,0.61
3BSB9UXXR,2022-07-24,2023-06-25,51909.65,CO,Truck,Rear-end Collision,V2 was behind V1 when it began backing up,insured,15000,47,0,1,0.17
GAFZNTV65,2021-12-19,2021-12-24,17105.47,DE,Sedan,Head-on Collision,V2 was behind V1 when it began backing up,insured,21521,18,0,0,0.6
FAB82VXYO,2019-09-05,2020-05-11,12167.7,VI,Sedan,Rear-end Collision,V2 entered wrong lane and collided with V1,insured,56625,80,4,0,0.51
V03RK3MZG,2021-05-19,2022-01-26,30086.01,MT,SUV,Theft,V1 was reported stolen from insured’s driveway,insured,15000,31,0,0,0.43
H4A9ZJ1PV,2018-07-19,2018-10-24,99998.9,GA,Van,Rear-end Collision,V2 turned left and struck the side of V1,insured,21626,41,2,0,0.89
PYH75EZM5,2018-11-30,2018-12-24,31008.31,KY,Van,Weather Damage,V2 crossed centerline and hit V1 head-on,insured,93632,46,0,0,0.51
C2W7S3TZU,2022-05-22,2023-03-01,14741.47,IA,Van,Backing Collision,V2 turned left and struck the side of V1,claimant,49122,57,5,0,0.89
EJ2037VDG,2020-10-24,2021-05-27,36945.76,MH,Truck,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,insured,97053,26,0,0,0.42
5RKHBHMYK,2022-02-14,2022-02-19,6595.63,MH,Truck,Side-impact,V2 was behind V1 when it began backing up,claimant,100000,61,0,0,0.72
AX7GS7I05,2019-12-07,2020-04-07,50891.36,AK,Truck,Rear-end Collision,V1 was damaged by falling tree during storm,insured,100000,79,4,0,0.63
PK4BLR2UO,2019-02-05,2019-10-21,9453.98,AK,Van,Rear-end Collision,V2 failed to stop and struck V1 from behind,claimant,15000,58,5,0,0.24
IYY4BVRBE,2019-04-16,2020-03-06,2463.03,MA,Coupe,Side-impact,V2 turned left and struck the side of V1,claimant,44725,80,1,0,0.21
AS5XSTFY0,2019-12-29,2020-07-07,13157.86,OR,Coupe,Weather Damage,V2 turned left and struck the side of V1,claimant,15000,60,5,1,0.6
LBOM56CCE,2020-03-07,2020-04-28,33047.72,CO,Van,Rear-end Collision,V1 was damaged by falling tree during storm,insured,23637,42,3,0,0.84
ESF78EFNC,2018-04-06,2019-01-25,6165.98,SD,SUV,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,90291,61,4,0,0.35
E31T3A1VV,2019-04-30,2020-04-18,1002.52,OR,Sedan,Side-impact,V1 was damaged by falling tree during storm,insured,15000,73,3,0,0.75
87SYRWBHO,2020-05-22,2021-04-16,46615.85,KY,SUV,Theft,V2 rear-ended V1 while stopped at a red light,insured,18413,66,4,0,0.19
BQQOJ8CGN,2021-11-02,2022-09-14,4491.63,IL,Sedan,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,86827,65,2,0,0.76
M3GAJSKXC,2018-03-26,2018-07-03,9757.83,KY,Truck,Weather Damage,V2 failed to stop and struck V1 from behind,insured,100000,48,2,0,0.01
0CSFHS1GQ,2021-10-18,2021-10-23,1049.61,MT,Coupe,Theft,V2 entered wrong lane and collided with V1,insured,19843,58,5,0,0.25
EDSWXTY6Z,2019-12-07,2020-02-10,43278.6,IN,SUV,Theft,V2 turned left and struck the side of V1,insured,15000,34,3,1,0.56
LI8WR7YJZ,2020-01-05,2021-01-04,24758.73,IN,Sedan,Side-impact,V1 was missing after being parked overnight,claimant,21098,71,5,0,0.68
O4TTBKC8V,2020-12-28,2021-09-29,47531.9,AK,Van,Head-on Collision,V1 was reported stolen from insured’s driveway,claimant,95026,74,3,0,0.41
3L84VXIC5,2019-07-30,2020-04-15,72720.31,AZ,Sedan,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,91981,64,2,1,0.28
JXJ9W48U1,2022-05-04,2023-01-20,99998.9,UT,Sedan,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,insured,15000,68,0,0,0.53
5COTR1J5C,2019-05-21,2019-06-18,8563.54,KY,SUV,Rear-end Collision,V1 was missing after being parked overnight,claimant,49649,18,1,0,0.05
DEZVLV1T4,2021-04-16,2021-12-10,17624.57,KY,Van,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,claimant,89490,30,3,0,0.01
DEKOX8UQT,2020-01-28,2020-06-27,11893.64,NE,SUV,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,21127,72,5,0,0.23
TWR2RAUIF,2019-10-26,2019-10-31,69500.59,AS,SUV,Rear-end Collision,V2 failed to stop and struck V1 from behind,claimant,22241,21,1,0,0.11
9GFW8E5MF,2019-05-02,2020-05-01,96687.23,NV,Coupe,Rear-end Collision,V2 ran a stop sign and hit the side of V1,claimant,97019,27,0,0,0.06
J3KEZ8UE5,2018-07-13,2019-02-12,43692.15,FL,Coupe,Theft,V2 failed to stop and struck V1 from behind,insured,20926,57,1,0,0.6
L9PVSBLVQ,2021-12-10,2021-12-15,6942.99,DE,Coupe,Head-on Collision,V1 was damaged by falling tree during storm,insured,100000,80,3,1,0.01
REHAR63U8,2019-02-11,2019-08-11,61120.27,KY,Van,Rear-end Collision,V1 was missing after being parked overnight,insured,27543,37,1,0,0.55
Q3Q4TJKRZ,2022-08-25,2022-08-30,35799.31,WV,Sedan,Head-on Collision,V2 entered wrong lane and collided with V1,claimant,96153,47,1,0,0.52
9OQ8YEKZY,2022-12-21,2022-12-26,1002.52,PA,SUV,Backing Collision,Hailstorm caused significant roof and hood damage to V1,insured,25928,48,0,0,0.31
Z7W2G0V02,2018-10-14,2019-02-10,43348.63,VT,Sedan,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,17145,50,3,0,0.5
T3BM6PE3X,2019-03-21,2019-04-13,1333.43,IN,Truck,Theft,V2 was behind V1 when it began backing up,claimant,15000,61,3,1,0.17
HTLSX2BW5,2019-10-22,2020-04-15,19632.98,UT,SUV,Backing Collision,V2 ran a stop sign and hit the side of V1,insured,27907,48,3,1,0.01
4V1JYW9M5,2019-07-27,2020-01-07,59138.91,SD,Van,Head-on Collision,V2 was behind V1 when it began backing up,insured,15000,41,5,0,0.48
REOOCOY0P,2019-01-13,2019-05-31,17597.25,KY,Sedan,Rear-end Collision,V1 was missing after being parked overnight,claimant,15000,71,1,1,0.01
E7RUDJFXS,2018-06-27,2018-10-04,65950.55,NV,Truck,Head-on Collision,V1 was missing after being parked overnight,insured,45443,79,3,0,0.4
936DYPKN6,2022-12-23,2022-12-28,15186.58,MT,Sedan,Rear-end Collision,V2 failed to stop and struck V1 from behind,claimant,24965,32,0,1,0.54
9BDH5RGOE,2019-11-19,2020-01-01,12323.17,OH,Truck,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,15000,50,3,1,0.19
FQBKI13Y6,2020-07-25,2020-07-30,19193.49,MA,Coupe,Rear-end Collision,V2 entered wrong lane and collided with V1,insured,100000,76,4,0,0.27
YF36NYSCZ,2022-06-20,2023-01-28,8266.07,IN,SUV,Side-impact,V2 turned left and struck the side of V1,claimant,15000,54,5,0,0.14
QWYNVVRM1,2019-05-25,2020-05-03,59861.75,KY,Truck,Theft,V2 was behind V1 when it began backing up,claimant,18955,70,1,0,0.64
TPKQT8LND,2019-04-28,2019-05-27,33337.33,WV,Truck,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,27078,76,1,0,0.08
TUXI3KHMH,2018-11-18,2018-12-03,76443.56,IN,SUV,Head-on Collision,V2 entered wrong lane and collided with V1,insured,21050,76,1,1,0.62
50GK5CZCZ,2022-08-25,2023-04-06,1002.52,AZ,SUV,Side-impact,V1 was damaged by falling tree during storm,insured,17776,18,1,0,0.62
MZ00KG8IJ,2019-04-14,2019-08-23,47105.06,NY,Sedan,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,18804,76,4,0,0.67
ILO6S0VHL,2019-10-15,2019-12-31,10545.91,IN,Van,Head-on Collision,V2 turned left and struck the side of V1,insured,15000,57,3,0,0.77
WOZM18IOE,2019-02-11,2019-04-12,1549.06,IN,Coupe,Head-on Collision,V1 was reported stolen from insured’s driveway,claimant,19628,54,1,1,0.09
RUW3JR4OW,2021-05-22,2021-05-27,16949.91,WA,Truck,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,89600,80,0,0,0.91
XQAQ9JDAG,2018-03-22,2018-09-18,19064.16,GA,Coupe,Weather Damage,V1 was damaged by falling tree during storm,claimant,96788,49,4,0,0.01
NSNGBC1ZR,2022-06-08,2022-12-13,15412.63,VT,Sedan,Head-on Collision,V1 was reported stolen from insured’s driveway,claimant,90723,20,5,1,0.37
U9F6PZD7H,2020-11-20,2021-03-14,57596.2,WA,Van,Theft,V1 was reported stolen from insured’s driveway,insured,19406,47,1,0,0.53
EHVD5A7F9,2020-04-14,2020-09-28,14231.78,WA,Truck,Side-impact,V2 turned left and struck the side of V1,claimant,20831,26,4,1,0.77
CMH8HPBT7,2022-11-16,2023-11-16,28905.22,ND,Sedan,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,17057,35,1,0,0.34
GPR3RKB0B,2022-05-11,2022-05-16,13709.35,IN,Coupe,Head-on Collision,V2 turned left and struck the side of V1,claimant,15000,68,1,0,0.53
GW6Y3CX99,2020-02-07,2020-06-06,1002.52,FL,SUV,Weather Damage,V2 was behind V1 when it began backing up,insured,15000,39,2,1,0.73
Q75TJVEWQ,2018-07-20,2019-04-07,14237.17,DE,Sedan,Side-impact,V2 crossed centerline and hit V1 head-on,claimant,100000,64,3,0,0.79
W4ZYQJN32,2021-10-29,2022-01-29,8296.1,IL,Van,Theft,V2 turned left and struck the side of V1,insured,15000,70,3,0,0.86
DKNLS0AN9,2018-06-30,2018-10-15,21801.51,IN,Truck,Rear-end Collision,V1 was missing after being parked overnight,claimant,98553,18,1,0,0.53
7KIIOPKE3,2021-06-09,2022-01-02,25789.14,AK,Sedan,Weather Damage,V2 failed to stop and struck V1 from behind,insured,91289,80,5,0,0.37
6KWM5QMI3,2022-06-03,2022-10-30,60488.38,VT,Truck,Theft,V2 failed to stop and struck V1 from behind,insured,25568,30,1,0,0.62
PY2YLAMVG,2019-06-07,2019-06-12,2798.11,CT,SUV,Side-impact,Hailstorm caused significant roof and hood damage to V1,claimant,19777,61,2,1,0.45
H90LP1EIW,2018-09-17,2018-12-09,24202.97,FL,SUV,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,98210,60,3,0,0.01
7O9IZWV6M,2021-02-15,2022-01-07,12324.92,WV,Van,Theft,V1 was damaged by falling tree during storm,claimant,23754,63,3,0,0.84
I3GLB04QM,2018-04-25,2019-01-23,5518.36,NE,Van,Rear-end Collision,V2 was behind V1 when it began backing up,insured,15000,24,1,0,0.25
L42Z10G56,2021-03-13,2021-12-31,31445.76,IN,Sedan,Head-on Collision,V2 crossed centerline and hit V1 head-on,insured,100000,44,4,0,0.25
7AQ1C0W6D,2018-03-12,2018-07-07,19224.18,VT,Sedan,Rear-end Collision,V2 entered wrong lane and collided with V1,insured,100000,18,1,1,0.12
DETY82VZC,2018-08-09,2019-01-13,8578.04,IL,Van,Weather Damage,V2 rear-ended V1 while stopped at a red light,claimant,99413,80,1,0,0.32
XSRKNV6NZ,2022-01-11,2022-02-15,15471.55,MA,Sedan,Weather Damage,V2 rear-ended V1 while stopped at a red light,claimant,28203,80,2,0,0.68
T904V5YTS,2018-10-10,2019-10-10,1002.52,PA,SUV,Head-on Collision,V1 was reported stolen from insured’s driveway,claimant,96633,37,5,1,0.62
G1LL26WPI,2021-06-15,2022-03-06,33157.02,AS,SUV,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,100000,67,1,0,0.71
B83HVVL74,2021-05-18,2022-03-20,35996.53,OR,Sedan,Weather Damage,V2 rear-ended V1 while stopped at a red light,insured,90573,80,3,0,0.7
C5ZG83RX5,2022-07-02,2022-11-04,21767.05,WV,Truck,Side-impact,V2 entered wrong lane and collided with V1,insured,18108,71,1,1,0.5
LFZFJDCJE,2020-08-21,2021-04-12,37917.14,NE,Truck,Backing Collision,V2 turned left and struck the side of V1,insured,24375,74,0,0,0.54
XDXD0MHUS,2019-11-12,2020-03-24,6167.78,GA,Van,Backing Collision,V2 ran a stop sign and hit the side of V1,claimant,27089,80,0,0,0.05
